 (6.478459184733784681e-01+9.568339623913622027e-01j), (1.099445175043878731e+00+5.996568795769686711e-01j), (1.073176418125617815e+00+5.002111840291180167e-01j), (1.676764277421212368e+00+2.826148913537238627e-01j), (2.378794126818233323e+00+6.909242313673080726e-02j), (2.010279942583403479e+00+8.819422810602033369e-01j), (2.384726113743566245e+00+7.960258693221825554e-01j), (2.910002855964011648e+00+1.423864328256426726e-01j), (3.991691552088254102e+00+9.440946056870156422e-01j), (4.232688679086764161e+00+3.285516207634778807e-01j), (5.141667530200150438e+00+2.424514057822453328e-01j), (4.751253791530423598e+00+9.201170689861544183e-01j), (5.842648529193551710e+00+7.224729209181882661e-01j), (5.964309955594070622e+00+5.019889242466060164e-01j), (6.410990982400237570e+00+4.878942218904864792e-01j), (5.947383759811066817e+00+8.405327323212890001e-01j), (6.746447506538685523e+00+2.497312972335029579e-01j), (5.970104654600827843e+00+1.429464705021177284e-02j), (6.578487101791492542e+00+3.819650858430945206e-04j), (5.884815782536301221e+00+8.907125947325500448e-02j), (5.133697196845085742e+00+5.079474862454896877e-01j), (5.275335188380696039e+00+8.160301885158158797e-01j), (5.138185986413109418e+00+8.606019051910841489e-01j), (4.659713660864095885e+00+1.457700803943751122e-02j), (3.195128645067871531e+00+3.814868981010783866e-01j), (3.136843304631020679e+00+6.037958883221004047e-01j), (2.277034956498412477e+00+1.306023948066261653e-01j), (1.842581469256831861e+00+6.356906929359008585e-01j), (1.570284807501247437e+00+2.495499341128331050e-01j), (1.125532434174822072e+00+6.587467323008345810e-01j), (1.554843790192759645e+00+5.398195689688849441e-01j), (6.583844412117683120e-01+9.004995267208910636e-01j)
 (1.160289132209740837e+00+2.233621161167254066e-01j), (1.119181676286010507e+00+9.865114242805173017e-01j), (1.696532119047915010e+00+6.250256303597132579e-01j), (1.631713766050591818e+00+6.621035046393654033e-01j), (1.929727751424070048e+00+7.154804435829140719e-01j), (1.941665728266156021e+00+7.071674542291908061e-01j), (2.697931920392027560e+00+5.084202128805757059e-01j), (2.663040547060707919e+00+5.311698407366534092e-01j), (3.310295148932787868e+00+6.352265649595878472e-02j), (3.719026863076050127e+00+4.485564487947584222e-01j), (4.410794825134622954e+00+5.519436678986250344e-01j), (5.559160932155196022e+00+8.938678005373433821e-01j), (5.632538906176097093e+00+9.722554716613429626e-03j), (6.330160413058415259e+00+8.396191549046509994e-01j), (5.791426841751336596e+00+6.860500787126182498e-01j), (6.680102234237944359e+00+8.878397182152473199e-01j), (6.112632107501575263e+00+4.758998770733103845e-01j), (6.087010196589655919e+00+3.009271638332421395e-01j), (6.644157109682772067e+00+1.274658299186871568e-01j), (6.142095744388592848e+00+9.447125375821108229e-01j), (5.160685884252391276e+00+1.150022721293818551e-01j), (5.286234179670280753e+00+8.262843542874084291e-01j), (4.289630636304799793e+00+8.604685613900574515e-01j), (4.507972751415882051e+00+4.446019450648245330e-01j), (3.793837799861790483e+00+3.659324675597070975e-01j), (2.645056122708755897e+00+3.394919826833793230e-01j), (3.072816467190147449e+00+3.710087690074423961e-01j), (2.545653885670853711e+00+3.699019659356642675e-01j), (2.317021282573515251e+00+1.980518016099237499e-01j), (1.353029720502239908e+00+9.863429108741716966e-01j), (8.575845581575518572e-01+7.035273152878007696e-02j), (1.309000310240794107e+00+1.133339669610600176e-02j)
 (5.683620679664278530e-01+9.730948226703948212e-01j), (1.255024853053664291e+00+9.955823187671629659e-01j), (9.316039046536880308e-01+4.861120146345765392e-01j), (1.460164899103011393e+00+8.900693653119676751e-01j), (2.302980163963197491e+00+4.368911979050958960e-01j), (2.527055467365888930e+00+8.650004492101343034e-01j), (2.670224106015190113e+00+3.686801932488609213e-01j), (2.896122527523256718e+00+8.378291316201558203e-01j), (3.658584795118490884e+00+9.206063813376729188e-01j), (4.213064936759820966e+00+4.877814868260853531e-01j), (4.116039391088603061e+00+4.054219289941676241e-01j), (5.293787672075854545e+00+4.479051203240038692e-01j), (5.776185548979801077e+00+1.580951981499749692e-01j), (5.825246921759701380e+00+6.997062718619527777e-01j), (6.084918271722223437e+00+9.404617316845997887e-02j), (6.329076275587382838e+00+3.010345371818970994e-01j), (6.283480946881288887e+00+6.299343228633621505e-01j), (6.075760380957585305e+00+7.331576244599580239e-01j), (5.803194667150121333e+00+7.353177577204628168e-01j), (6.003142327686473045e+00+1.985352422741109013e-01j), (5.819133147454229160e+00+2.582972798732295905e-01j), (5.076826356476738411e+00+1.995104880637822431e-01j), (4.431554566545637286e+00+6.192510797895389718e-02j), (3.713155792368637798e+00+7.612321417178367078e-01j), (3.249505703142315127e+00+4.730638256691827026e-01j), (3.533883637690477642e+00+8.879322496580277502e-02j), (2.264685492245541276e+00+6.958552629118114341e-01j), (2.653471320497034824e+00+8.716064491586639207e-01j), (1.560774310437636148e+00+3.957149878409335075e-01j), (1.411168440298500304e+00+5.899567165348260644e-01j), (8.137699228449429834e-01+6.183848111978613726e-01j), (1.526628226975220270e+00+9.396824678543252984e-01j)
 (1.253031063344841378e+00+3.186265468529880796e-01j), (1.321542453693720143e+00+6.016256136706696900e-01j), (1.647161891493615471e+00+4.701905616269681509e-01j), (1.702577119769435932e+00+6.608855349804794166e-01j), (2.000327231416379803e+00+8.288516625534239068e-01j), (1.941397358896213010e+00+2.641526702693047790e-01j), (2.680033683293123747e+00+1.598628243258678472e-01j), (3.241382494077761578e+00+2.086456082765205666e-01j), (3.243684310360238854e+00+7.276640772907194687e-01j), (4.145770706101229663e+00+8.594002407894020257e-01j), (4.490949573563802311e+00+3.289146095281012538e-01j), (4.701770221874683742e+00+6.321514750519714454e-01j), (5.625596100835322133e+00+3.252577591925990275e-01j), (5.774116566033854703e+00+5.639540813157124521e-01j), (6.408997382426377953e+00+4.039273407880110689e-01j), (5.720123631991082647e+00+1.464765849627891470e-01j), (6.204702245140765626e+00+6.872998260057923137e-01j), (6.045077470660814356e+00+3.962333597509009042e-01j), (5.756201681579062424e+00+6.999165685810425641e-01j), (5.800957466239675675e+00+4.359519135235123688e-02j), (5.219262961927160660e+00+2.555759158244533813e-01j), (4.774738916521856780e+00+4.822657727999721811e-01j), (4.472933505009796029e+00+4.466843558381735635e-01j), (4.316019626690878574e+00+4.043449138882810878e-01j), (3.319261706605195705e+00+2.127615701228465772e-01j), (2.614266544422700456e+00+1.892280631368244981e-01j), (3.021893213115104171e+00+9.170991845944289622e-01j), (2.244163106751803305e+00+1.665105143033086543e-01j), (2.172317026542115226e+00+6.658833318112373778e-01j), (1.637019673332692493e+00+5.538974536249230418e-01j), (1.340537029837745253e+00+9.052566140485326374e-01j), (6.774362746438082894e-01+9.387875838754378144e-02j)
 (8.805451077127436355e-01+3.842447643884207009e-01j), (6.979017906548919958e-01+9.959918760982342523e-01j), (1.298869053155843556e+00+5.436311128030335560e-03j), (1.175591511176028892e+00+8.516241104059343314e-01j), (2.104669094997366763e+00+8.352736247109582290e-01j), (1.932985906006358334e+00+2.496762568304822238e-02j), (2.678053067395103515e+00+5.265422817033167391e-01j), (2.680269950665908674e+00+3.538664801672722904e-01j), (3.838600707578240456e+00+8.608129374713106019e-01j), (4.231691215557118468e+00+9.580862158865310896e-01j), (4.223951332426237215e+00+3.833283450396391956e-01j), (4.951087830553652758e+00+5.542666651764052155e-01j), (5.463699451403771334e+00+5.354422067959575537e-01j), (5.391305051212841093e+00+7.288646395893489949e-01j), (5.949408136417979165e+00+8.430631303061499882e-01j), (5.773601821130565526e+00+5.095467981888521791e-01j), (5.675742033440909218e+00+6.042662026548915044e-01j), (5.489431212738872468e+00+9.600901051163692745e-01j), (5.626315058971803396e+00+9.286115917573396494e-01j), (5.797739226122220479e+00+1.184795800550688671e-01j), (5.464084604564286352e+00+8.298302184768028278e-01j), (5.282825275541497945e+00+4.407857586819579065e-01j), (4.546817721204643448e+00+3.095500102709756174e-01j), (3.420442891879189595e+00+9.303822294378828461e-01j), (3.120916555917935042e+00+5.749304929060277125e-01j), (3.413212112220631145e+00+5.925606715609622599e-01j), (2.115306293411752581e+00+2.185888619422301504e-01j), (1.944763493225190487e+00+2.613327745909268529e-01j), (1.457095378314167800e+00+1.664817278530063005e-01j), (1.373942231444182926e+00+1.787350785913841555e-01j), (1.609788095280156650e+00+1.509163376886931696e-01j), (1.099134508470531291e+00+9.499445212063746258e-01j)
 (9.264269718703801448e-01+4.336624090401035581e-01j), (1.441888857670265089e+00+5.417511697345819277e-01j), (1.169324089383844800e+00+7.936526447472059820e-01j), (1.942688304214942319e+00+7.961875530800461842e-01j), (1.487713944905256103e+00+6.805273181237172508e-01j), (2.434022936842924700e+00+3.421726882747910814e-02j), (2.594480736355140760e+00+9.421855625336560403e-01j), (2.495282281031996785e+00+6.873336870837698509e-01j), (3.172472683375678670e+00+5.116969988309288953e-01j), (3.913047330480939667e+00+3.303912843454615000e-02j), (4.065675123931145052e+00+7.202683058985503983e-02j), (5.103348943292053796e+00+7.570179733631269281e-01j), (5.359541839780713524e+00+2.523850991980155500e-01j), (5.769713539117022449e+00+3.038189046142050209e-01j), (6.051798686154515217e+00+7.065458721997126545e-01j), (6.150057526903713878e+00+1.932340419804710052e-01j), (5.583433970757890386e+00+6.204675947063058583e-01j), (5.593778286225298935e+00+8.545439254717765998e-01j), (5.858133039800273778e+00+4.961872444742502219e-01j), (5.373955895360257529e+00+1.936497681777328284e-01j), (5.259879147250400955e+00+7.002524918560213418e-01j), (4.985339698425551802e+00+6.659875072797333262e-01j), (4.355603725394453285e+00+2.559638755185879022e-01j), (3.624409749540451031e+00+7.138362284015121739e-01j), (3.066821415089888703e+00+7.815044042723795492e-02j), (2.456041333535974314e+00+5.016541327935475358e-02j), (2.811047440074703641e+00+4.356947769598054077e-01j), (1.877411548452433632e+00+3.544800098934676180e-01j), (2.193708611060570579e+00+2.066421926853500013e-01j), (1.186599394086090831e+00+6.439932212279461110e-01j), (9.881557001760937764e-01+1.086933528956568473e-01j), (1.016613922325581232e+00+5.867003694165316974e-01j)
 (9.323605972622666105e-01+9.475839675654880168e-01j), (1.343026147325859121e+00+6.428016398377159879e-01j), (1.189608516594107268e+00+6.725148120249373473e-01j), (1.932636166805129285e+00+5.023742259702929092e-01j), (1.858876969893892728e+00+4.305741205877415823e-01j), (2.455133570211218696e+00+8.474903230070354176e-01j), (2.385190045890567490e+00+5.200010572642809192e-01j), (2.966172001657445989e+00+4.866657290605541641e-01j), (3.342475765990537973e+00+9.290442327847066029e-01j), (3.388515763984679019e+00+5.892637984783393179e-01j), (3.894393853298979913e+00+7.176557274123377406e-01j), (4.874271417573035059e+00+5.855286040263276703e-01j), (5.378398327072810403e+00+6.196060258593473202e-01j), (5.198806502259216700e+00+6.973867168551622919e-01j), (5.372869963390296988e+00+8.905911386982510169e-01j), (5.718427111057527767e+00+7.327631900991629088e-01j), (6.213724540359889303e+00+5.569777688387526071e-01j), (6.204848417610198119e+00+5.832566515769129767e-01j), (5.614753744170419836e+00+6.551162321670700450e-01j), (5.217334448346645281e+00+8.228721443572298844e-01j), (5.184782085051844902e+00+4.942032992529307167e-01j), (4.392516896618264610e+00+7.045729717685100812e-01j), (4.625105430120557415e+00+7.738330754259677979e-01j), (4.104856115096984226e+00+6.695587440186846484e-01j), (3.469324238544885475e+00+9.321963408764311065e-01j), (2.679767833541958133e+00+4.786309221840826522e-01j), (2.383503308110776153e+00+8.602348268364742312e-01j), (2.391767299525570767e+00+5.975191365303991198e-01j), (1.835833112337553530e+00+5.778813176372207261e-01j), (1.159747160049507286e+00+9.540414150465074128e-01j), (1.617056681363552295e+00+4.528119444144576011e-01j), (1.402040967403543004e+00+2.342897844686223641e-01j)
 (1.237741586407461458e+00+7.968411100388832491e-01j), (1.380444931096366012e+00+4.412579360690642716e-01j), (1.081731348806618920e+00+3.548772029656599436e-02j), (9.902599174845424512e-01+6.543209258337858714e-01j), (2.088276947905912007e+00+8.303385521381055900e-01j), (1.615873108425545102e+00+3.911036810210396508e-01j), (2.742065585165637032e+00+5.822960124219619393e-01j), (2.865888638922886145e+00+1.844721408692365783e-01j), (3.726400402363351461e+00+5.978617037049893668e-02j), (3.443774365086880174e+00+8.844323127634498016e-01j), (4.174977160192164582e+00+7.796648479311618640e-02j), (4.806211184369860945e+00+5.286249786314280996e-01j), (5.113419784462721829e+00+5.844605299712739566e-01j), (4.940903500645976720e+00+5.809757200856017212e-01j), (5.210866097348162640e+00+7.654758782306843035e-01j), (5.393451717354452946e+00+9.540306209618738542e-01j), (5.856781273054840753e+00+4.873679597950899556e-01j), (5.466307051427454766e+00+8.358818813820553251e-01j), (5.820645085969638366e+00+4.873669416690294964e-01j), (5.712941587118468334e+00+7.112270779136761201e-01j), (4.730999840690453873e+00+2.549764102151659273e-01j), (4.986054402911792138e+00+5.932878727671289099e-01j), (3.706955086892407714e+00+4.805331613148119407e-01j), (3.898946107630296698e+00+2.318146277602313177e-01j), (3.254394247514426297e+00+2.904955539219344907e-02j), (3.044495661509874829e+00+3.072524323038288152e-01j), (2.071188343177029267e+00+5.513814308503555139e-01j), (2.407236290010042801e+00+9.505850621520718358e-01j), (1.894448349587915637e+00+1.105853463737892506e-01j), (1.841747521386253306e+00+8.933616350106755588e-01j), (1.064487371496277701e+00+9.248718899612763389e-01j), (7.075160545270353651e-01+2.590284637456599093e-01j)
 (1.044014007773763852e+00+3.502663775063070695e-01j), (1.261438103346519846e+00+5.033443859266434339e-01j), (1.623460420586338770e+00+2.992904886457792291e-01j), (9.630378985066706532e-01+3.749789357466540851e-01j), (2.133283853713409783e+00+1.506859122192333311e-01j), (2.319223881917996888e+00+9.501625917679876743e-01j), (2.131830083910350560e+00+1.552619817421473369e-01j), (2.612661422780937492e+00+1.702511786312776998e-01j), (3.471016447139473104e+00+1.775979395319581267e-01j), (3.742912238244803902e+00+6.383234207009718109e-01j), (4.327125722013578368e+00+8.805487647842191734e-01j), (4.483754071911713268e+00+1.743917796298773970e-01j), (5.175868658273410361e+00+9.748611200430180590e-01j), (5.322589090041117466e+00+9.036922246573889650e-01j), (4.904683717725346170e+00+7.468679322122739883e-02j), (5.603990691117311407e+00+7.415881796088049649e-01j), (5.925227797436300570e+00+3.414297802177249652e-01j), (5.229090301248292327e+00+9.339910283714079053e-01j), (5.447488241577516987e+00+9.630817124598541890e-01j), (4.938641983013307701e+00+2.520922836386974009e-02j), (4.378146294048123721e+00+7.414324016724173072e-01j), (4.822315778090719540e+00+7.030862715005261609e-01j), (4.163024133020144291e+00+8.594406416993456421e-01j), (3.672887116286528197e+00+1.567143790935348058e-01j), (3.249335390200615237e+00+9.490343216357000067e-01j), (2.403230108527789177e+00+4.498740808741583663e-01j), (2.847469777580931893e+00+1.137342360794199037e-01j), (1.758011469405311278e+00+1.387085546359310140e-01j), (1.472734637353338316e+00+6.797343643471797092e-01j), (1.712911905692179770e+00+4.732132397799115875e-02j), (9.458949310501753027e-01+9.354145668760065480e-01j), (8.292392851965988410e-01+2.279385577009298558e-01j)
 (8.389368944501220948e-01+4.442843319432961957e-01j), (1.468870965271763973e+00+9.199394731630297084e-01j), (1.322339867545714753e+00+6.285692133813604032e-01j), (1.732081976306214965e+00+4.255085103388940304e-01j), (1.690867125251433345e+00+5.412792273429900547e-02j), (2.198293535617362515e+00+1.240462517158686939e-01j), (2.018084777380048322e+00+4.552604072080717046e-01j), (2.417918399835608856e+00+6.902307436121958295e-01j), (2.772013043879739236e+00+4.765753972067184874e-01j), (3.955850131734814035e+00+3.927564445165554474e-01j), (4.151451601461656260e+00+5.143309578389185788e-01j), (4.646255988452456798e+00+9.275050690000612441e-01j), (4.513359763265369473e+00+6.391664019409564190e-01j), (5.074373177226960685e+00+5.827628997654709098e-01j), (4.831410586239083926e+00+7.148070197168214790e-01j), (5.459690745492556729e+00+5.709910123023043127e-02j), (5.562873620614165127e+00+1.080505044193227349e-01j), (5.547119915188625683e+00+4.262605596534447816e-01j), (4.888051867345753365e+00+7.171224886742874061e-01j), (5.272336994100724539e+00+6.670182912129297703e-01j), (4.391262153407530455e+00+9.958376291829529325e-01j), (4.427013709211877313e+00+3.187557582356141950e-01j), (4.268974819437008961e+00+5.627068324023786206e-01j), (3.829021463635173372e+00+4.758372867956659480e-01j), (3.270567759660873541e+00+9.884237179137557172e-01j), (2.671598961258426552e+00+2.341507685019772467e-01j), (2.009776576510882151e+00+5.098984565103484856e-01j), (2.218929631323215634e+00+9.649204028901086083e-01j), (1.893573581034906361e+00+3.915237026446274360e-01j), (1.260471419072136445e+00+1.198663377393499596e-01j), (1.048049639388119125e+00+2.690504066581478337e-02j), (1.352390816913283889e+00+9.378156630799696636e-01j)
