2.000000000000000042e-03
2.500000000000000052e-03
3.000000000000000062e-03
3.740000000000000269e-03
4.000000000000000083e-03
4.500000000000000527e-03
5.000000000000000104e-03
7.000000000000000146e-03
1.000000000000000021e-02
1.200000000000000025e-02
1.400000000000000029e-02
1.700000000000000122e-02
2.000000000000000042e-02
2.999999999999999889e-02
4.000000000000000083e-02
